_id,rewardsReceiptStatus,totalSpent,purchasedItemCount,userId
6000b82f0a720f05f3000063,FINISHED,49.95,5.0,6000b7aefb296c121a8198b1
6000accd0a7214ad4c00004b,SUBMITTED,,,5a43c08fe4b014fd6b6a0612
6000d4810a720f05f3000070,FINISHED,11.0,2.0,6000d46cfb296c121a81b20c
600057040a7214ad4c000041,FINISHED,25.0,6.0,60005704bd4dff11dda90a9d
6000d4b50a720f05f3000078,REJECTED,10.0,1.0,6000d4b5fb296c121a81b2bd
6000d4ba0a720f05f300007a,FLAGGED,1.0,1.0,6000d4bae2571211db395b9f
6000c74b0a7214ad4c000060,SUBMITTED,,,5a43c08fe4b014fd6b6a0612
600056d60a720f05f3000047,FLAGGED,13.0,5.0,600056d6bd4dff11dda90a3f
6000d4900a7214ad4c000064,FINISHED,10.0,1.0,6000d46cfb296c121a81b20c
6000d4bc0a7214ad4c000070,FLAGGED,290.0,10.0,6000d46cfb296c121a81b20c
