_id,dateScanned,barcode,brandCode,purchasedItemCount,totalSpent,userId
603bd1570a7217c72c000337,2021-02-28 12:22:31,B076FJ92M4,,2.0,34.96,5fc961c3b8cfca11a077dd33
603bcdd00a7217c72c000335,2021-02-28 12:07:28,B076FJ92M4,,2.0,34.96,5fc961c3b8cfca11a077dd33
603b0b4a0a720fde1000024e,2021-02-27 22:17:30,B076FJ92M4,,2.0,34.96,5fc961c3b8cfca11a077dd33
603bdbe10a7217c72c00033e,2021-02-28 13:07:29,B076FJ92M4,,2.0,34.96,5fc961c3b8cfca11a077dd33
603b77170a7217c72c0002e6,2021-02-28 05:57:27,B076FJ92M4,,2.0,34.96,5fc961c3b8cfca11a077dd33
603b4f3f0a7217c72c0002c9,2021-02-28 03:07:27,B076FJ92M4,,2.0,34.96,5fc961c3b8cfca11a077dd33
603c0ac20a7217c72c00035c,2021-02-28 16:27:30,B076FJ92M4,,2.0,34.96,5fc961c3b8cfca11a077dd33
603afc0e0a720fde10000243,2021-02-27 21:12:30,B076FJ92M4,,2.0,34.96,5fc961c3b8cfca11a077dd33
603adfeb0a7217c72c000265,2021-02-27 19:12:27,B076FJ92M4,,2.0,34.96,5fc961c3b8cfca11a077dd33
603aeba50a7217c72c000272,2021-02-27 20:02:29,B076FJ92M4,,2.0,34.96,5fc961c3b8cfca11a077dd33
603cbbb50a720fde100003e3,2021-03-01 05:02:29,B076FJ92M4,,2.0,34.96,5fc961c3b8cfca11a077dd33
603d30e60a7217c72c00043f,2021-03-01 13:22:30,B076FJ92M4,,2.0,34.96,5fc961c3b8cfca11a077dd33
603d5d6c0a7217c72c000463,2021-03-01 16:32:28,B076FJ92M4,,2.0,34.96,5fc961c3b8cfca11a077dd33
603d59e70a7217c72c00045f,2021-03-01 16:17:27,B076FJ92M4,,2.0,34.96,5fc961c3b8cfca11a077dd33
603d40250a720fde10000459,2021-03-01 14:27:33,B076FJ92M4,,2.0,34.96,5fc961c3b8cfca11a077dd33
603c88240a7217c72c0003b8,2021-03-01 01:22:28,B076FJ92M4,,2.0,34.96,5fc961c3b8cfca11a077dd33
603cba880a7217c72c0003e0,2021-03-01 04:57:28,B076FJ92M4,,2.0,34.96,5fc961c3b8cfca11a077dd33
603cd57d0a7217c72c0003f6,2021-03-01 06:52:29,B076FJ92M4,,2.0,34.96,5fc961c3b8cfca11a077dd33
603c7c6c0a7217c72c0003b3,2021-03-01 00:32:28,B076FJ92M4,,2.0,34.96,5fc961c3b8cfca11a077dd33
603c3d240a720fde10000373,2021-02-28 20:02:28,B076FJ92M4,,2.0,34.96,5fc961c3b8cfca11a077dd33
603cc2bc0a720fde100003e9,2021-03-01 05:32:28,B076FJ92M4,,2.0,34.96,5fc961c3b8cfca11a077dd33
603cc0630a720fde100003e6,2021-03-01 05:22:27,B076FJ92M4,,2.0,34.96,5fc961c3b8cfca11a077dd33
603ce7100a7217c72c000405,2021-03-01 08:07:28,B076FJ92M4,,2.0,34.96,5fc961c3b8cfca11a077dd33
